date,mean_chl,max_chl,pct_missing,month
2002-07-01,,,100.0,7
2002-08-01,0.12526468932628632,0.9354304075241089,98.07986111111111,8
2002-09-01,0.17021918296813965,4.376529216766357,79.20138888888889,9
2002-10-01,0.21415838599205017,2.8134427070617676,73.28333333333333,10
2002-11-01,0.2554866671562195,6.951050281524658,72.54374999999999,11
2002-12-01,0.3139539062976837,53.72889709472656,66.0826388888889,12
2003-01-01,0.3791145980358124,49.25786209106445,58.419444444444444,1
2003-02-01,0.4329948127269745,23.999004364013672,51.980555555555554,2
2003-03-01,0.2791169285774231,19.819129943847656,56.390277777777776,3
2003-04-01,0.21520547568798065,8.052884101867676,92.98055555555555,4
2003-05-01,,,100.0,5
2003-06-01,,,100.0,6
2003-07-01,,,100.0,7
2003-08-01,0.2366468906402588,2.6886239051818848,98.68958333333333,8
2003-09-01,0.20974430441856384,5.598565101623535,71.96388888888889,9
2003-10-01,0.40528807044029236,79.71123504638672,64.19097222222221,10
2003-11-01,0.39205488562583923,28.042770385742188,62.30277777777778,11
2003-12-01,0.44324538111686707,34.25571823120117,60.352777777777774,12
2004-01-01,0.4335746169090271,19.759553909301758,50.32986111111111,1
2004-02-01,0.3828420341014862,29.999441146850586,40.46527777777777,2
2004-03-01,0.31949734687805176,47.48040008544922,53.607638888888886,3
2004-04-01,0.2014731913805008,6.423606872558594,89.46597222222222,4
2004-05-01,,,100.0,5
2004-06-01,,,100.0,6
2004-07-01,,,100.0,7
2004-08-01,0.17202208936214447,5.031939506530762,98.36319444444445,8
2004-09-01,0.18328741192817688,4.9107489585876465,75.41527777777777,9
2004-10-01,0.26971161365509033,11.016803741455078,67.19027777777778,10
2004-11-01,0.37734514474868774,9.370794296264648,64.45902777777778,11
2004-12-01,0.7980411648750305,67.81858825683594,57.68819444444444,12
2005-01-01,0.8289790749549866,84.81194305419922,41.87638888888889,1
2005-02-01,0.6262542009353638,79.18119049072266,31.384027777777778,2
2005-03-01,0.4113042950630188,84.98686218261719,44.63333333333333,3
2005-04-01,0.2150460183620453,31.94566535949707,91.98819444444445,4
2005-05-01,,,100.0,5
2005-06-01,,,100.0,6
2005-07-01,,,100.0,7
2005-08-01,0.1626165807247162,3.3177380561828613,97.88055555555556,8
2005-09-01,0.17855224013328552,8.368002891540527,78.35069444444444,9
2005-10-01,0.3087427616119385,49.342952728271484,70.59722222222223,10
2005-11-01,0.4295465350151062,28.493803024291992,68.41944444444444,11
2005-12-01,0.5342237949371338,31.70172882080078,59.33958333333334,12
